address1,address2,business_name,country_code,id,job_roles,job_summary,job_type,pay_period,pay_structure,postal_code,posted_datetime,qualifications,remote_type,responsibilities,salary_from,salary_to,tags,title,_geo,city,region
,,Republican Jobs,US,6242,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669957955,nan,Location-based,nan,42000.0,42000.0,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,NC
,,Republican Jobs,US,6245,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669957931,nan,Location-based,nan,42000.0,42000.0,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,NY
,,Republican Jobs,US,6248,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669957902,nan,Location-based,nan,42000.0,42000.0,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,NM
,,Republican Jobs,US,6250,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669957880,nan,Location-based,nan,42000.0,42000.0,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,NJ
,,Republican Jobs,US,6254,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669957860,nan,Location-based,nan,42000.0,42000.0,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,NH
,,Republican Jobs,US,6257,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669957840,nan,Location-based,nan,42000.0,42000.0,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,NV
,,Republican Jobs,US,6259,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669957814,nan,Location-based,nan,42000.0,42000.0,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,NE
,,Republican Jobs,US,6261,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669957795,nan,Location-based,nan,42000.0,42000.0,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,MT
,,Republican Jobs,US,6265,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669957775,nan,Location-based,nan,42000.0,42000.0,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,MO
,,Republican Jobs,US,6269,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669957756,nan,Location-based,nan,42000.0,42000.0,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,MS
,,Republican Jobs,US,6276,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669957685,nan,Location-based,nan,42000.0,42000.0,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,MN
,,Republican Jobs,US,6279,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669957668,nan,Location-based,nan,42000.0,42000.0,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,MI
,,Republican Jobs,US,6280,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669957649,nan,Location-based,nan,42000.0,42000.0,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,MA
,,Republican Jobs,US,6283,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669957631,nan,Location-based,nan,42000.0,42000.0,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,MD
,,Republican Jobs,US,6286,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669957609,nan,Location-based,nan,42000.0,42000.0,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,ME
,,Republican Jobs,US,6288,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669957588,nan,Location-based,nan,42000.0,42000.0,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,LA
,,Republican Jobs,US,6292,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669957571,nan,Location-based,nan,42000.0,42000.0,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,KY
,,Republican Jobs,US,6294,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669957546,nan,Location-based,nan,42000.0,42000.0,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,KS
,,Republican Jobs,US,6296,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669957494,nan,Location-based,nan,42000.0,42000.0,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,IA
,,Republican Jobs,US,6298,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669957470,nan,Location-based,nan,42000.0,42000.0,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,IN
,,Republican Jobs,US,6301,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669957286,nan,Location-based,nan,42000.0,42000.0,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,IL
,,Republican Jobs,US,6304,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669957266,nan,Location-based,nan,42000.0,42000.0,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,ID
,,Republican Jobs,US,6305,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669957240,nan,Location-based,nan,42000.0,42000.0,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,GA
,,Republican Jobs,US,6313,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669957217,nan,Location-based,nan,42000.0,42000.0,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,FL
,,Republican Jobs,US,6316,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669957159,nan,Location-based,nan,42000.0,42000.0,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,DC
,,Republican Jobs,US,6319,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669956133,nan,Location-based,nan,42000.0,42000.0,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,DE
,,Republican Jobs,US,6322,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669956093,nan,Location-based,nan,42000.0,42000.0,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,CT
,,Republican Jobs,US,6324,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669956063,nan,Location-based,nan,42000.0,42000.0,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,CO
,,Republican Jobs,US,6331,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669956009,nan,Location-based,nan,42000.0,42000.0,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,CA
,,Republican Jobs,US,6334,"['Marketing', 'Nonprofit-Social Services', 'Other']","Republican Jobs is currently accepting applications for individuals to help with various local, state, and federal races for Republican candidates ahead of the 2023-2024 cycle. Campaign experience is preferred but not required. Get-Out-The-Vote efforts will be taking place in various states, and those who are interested can apply to work on a campaign directly or be flown out to help on a campaign deployment. This is a great opportunity for anyone who wants to get involved in the political process and make a difference. This is also great for recent political science majors who want to get their first step into politics during the 2023-2024 election cycle.CAMPAIGN DEPLOYMENTS INCLUDE HOUSING AND TRAVEL.Experience going door-to-door is preferred but not required.Applicants must be willing to go door-to-door to identified and targetted Republican Voters.Job Types: Contract, TemporarySalary: $3,000.00 - $4,000.00 per monthSchedule:Monday to FridayWeekend availability","['Full-time', 'Seasonal']",annual,salary,,1669955985,nan,Location-based,nan,42000.0,42000.0,[],Republican Field Organizers - Accepting Applications for the 2023-24 Cycle,,,AR
